,time [s]
iter39_process_counterexamples,0.005326
iter40_learner,10.682711
iter40_plot,0.015422
iter40_verifier,6.086375
iter40_process_counterexamples,0.00398
iter41_learner,10.638679
iter41_plot,0.016021
iter41_verifier,6.709472
iter41_process_counterexamples,0.003881
iter42_learner,10.490006
iter42_plot,0.015909
iter42_verifier,6.802096
iter42_process_counterexamples,0.004029
iter43_learner,10.567877
iter43_plot,0.016089
iter43_verifier,6.079002
iter43_process_counterexamples,0.004074
iter44_learner,10.582698
iter44_plot,0.01653
iter44_verifier,6.215734
iter44_process_counterexamples,0.003983
iter45_learner,10.944384
iter45_plot,0.017056
iter45_verifier,6.107947
iter45_process_counterexamples,0.004035
iter46_learner,10.494618
iter46_plot,0.016834
iter46_verifier,5.999251
iter46_process_counterexamples,0.003974
iter47_learner,11.157078
iter47_plot,0.01747
iter47_verifier,6.079526
iter47_process_counterexamples,0.003968
iter48_learner,10.524946
iter48_plot,0.01783
iter48_verifier,6.836807
iter48_process_counterexamples,0.004177
iter49_learner,10.623177
iter49_plot,0.017822
iter49_verifier,7.003706
iter49_process_counterexamples,0.004075
iter50_learner,10.534773
iter50_plot,0.018262
iter50_verifier,6.243659
iter50_process_counterexamples,0.004083
iter51_learner,10.965677
iter51_plot,0.02808
iter51_verifier,6.874626
iter51_process_counterexamples,0.00419
iter52_learner,10.471859
iter52_plot,0.018764
iter52_verifier,5.986463
iter52_process_counterexamples,0.00411
iter53_learner,10.447693
iter53_plot,0.018996
iter53_verifier,7.275782
iter53_process_counterexamples,0.003978
iter54_learner,11.224954
iter54_plot,0.019091
iter54_verifier,6.277169
iter54_process_counterexamples,0.004029
iter55_learner,10.730636
iter55_plot,0.019424
iter55_verifier,6.48428
iter55_process_counterexamples,0.00407
iter56_learner,10.848622
iter56_plot,0.019439
iter56_verifier,7.740087
iter56_process_counterexamples,0.004272
iter57_learner,11.097836
iter57_plot,0.021621
iter57_verifier,6.330529
iter57_process_counterexamples,0.00415
iter58_learner,10.53852
iter58_plot,0.020214
iter58_verifier,6.406196
iter58_process_counterexamples,0.00409
iter59_learner,10.607194
iter59_plot,0.020719
iter59_verifier,6.313966
iter59_process_counterexamples,0.004075
iter60_learner,10.944115
iter60_plot,0.027251
iter60_verifier,7.329418
iter60_process_counterexamples,0.004115
iter61_learner,11.080134
iter61_plot,0.021111
iter61_verifier,7.393775
iter61_process_counterexamples,0.004071
iter62_learner,10.729396
iter62_plot,0.021067
iter62_verifier,7.403523
iter62_process_counterexamples,0.004072
iter63_learner,10.571431
iter63_plot,0.021241
iter63_verifier,761.20184
