,time [s]
iter30_plot,0.01294
iter30_verifier,6.33162
iter30_process_counterexamples,0.005488
iter31_learner,10.688792
iter31_plot,0.012887
iter31_verifier,7.405816
iter31_process_counterexamples,0.003886
iter32_learner,10.270753
iter32_plot,0.013254
iter32_verifier,7.187557
iter32_process_counterexamples,0.003737
iter33_learner,10.688545
iter33_plot,0.013602
iter33_verifier,5.920155
iter33_process_counterexamples,0.016367
iter34_learner,10.740017
iter34_plot,0.013654
iter34_verifier,5.918991
iter34_process_counterexamples,0.003633
iter35_learner,10.477526
iter35_plot,0.013953
iter35_verifier,6.945044
iter35_process_counterexamples,0.006609
iter36_learner,10.990077
iter36_plot,0.014217
iter36_verifier,6.081038
iter36_process_counterexamples,0.003702
iter37_learner,10.884175
iter37_plot,0.01478
iter37_verifier,6.964025
iter37_process_counterexamples,0.003805
iter38_learner,10.068115
iter38_plot,0.014876
iter38_verifier,5.857579
iter38_process_counterexamples,0.003545
iter39_learner,10.172272
iter39_plot,0.015868
iter39_verifier,6.649257
iter39_process_counterexamples,0.003894
iter40_learner,11.033549
iter40_plot,0.028106
iter40_verifier,6.208028
iter40_process_counterexamples,0.003713
iter41_learner,10.522072
iter41_plot,0.01567
iter41_verifier,7.06199
iter41_process_counterexamples,0.006018
iter42_learner,10.75918
iter42_plot,0.016219
iter42_verifier,6.318133
iter42_process_counterexamples,0.003861
iter43_learner,10.737135
iter43_plot,0.016201
iter43_verifier,6.107741
iter43_process_counterexamples,0.003872
iter44_learner,10.934434
iter44_plot,0.016484
iter44_verifier,6.252624
iter44_process_counterexamples,0.003948
iter45_learner,11.187819
iter45_plot,0.016499
iter45_verifier,6.895977
iter45_process_counterexamples,0.003967
iter46_learner,10.525972
iter46_plot,0.016828
iter46_verifier,6.200137
iter46_process_counterexamples,0.004068
iter47_learner,10.602341
iter47_plot,0.01738
iter47_verifier,5.986628
iter47_process_counterexamples,0.003756
iter48_learner,10.829892
iter48_plot,0.017526
iter48_verifier,6.114961
iter48_process_counterexamples,0.0039
iter49_learner,11.046946
iter49_plot,0.017556
iter49_verifier,5.975592
iter49_process_counterexamples,0.004115
iter50_learner,10.533296
iter50_plot,0.018711
iter50_verifier,6.35377
iter50_process_counterexamples,0.004008
iter51_learner,10.828151
iter51_plot,0.018594
iter51_verifier,6.237366
iter51_process_counterexamples,0.004076
iter52_learner,11.041451
iter52_plot,0.018564
iter52_verifier,6.470364
iter52_process_counterexamples,0.005843
iter53_learner,10.386439
iter53_plot,0.018569
iter53_verifier,6.031996
iter53_process_counterexamples,0.004025
iter54_learner,10.282135
iter54_plot,0.019171
iter54_verifier,6.426532
iter54_process_counterexamples,0.003981
iter55_learner,10.583832
iter55_plot,0.019442
iter55_verifier,6.836112
iter55_process_counterexamples,0.003882
iter56_learner,10.639069
iter56_plot,0.019597
iter56_verifier,6.571676
iter56_process_counterexamples,0.003913
iter57_learner,10.486101
iter57_plot,0.020969
iter57_verifier,6.410737
iter57_process_counterexamples,0.003901
iter58_learner,10.592118
iter58_plot,0.030559
iter58_verifier,7.019716
iter58_process_counterexamples,0.003909
iter59_learner,10.42027
iter59_plot,0.020439
iter59_verifier,6.225596
iter59_process_counterexamples,0.004006
iter60_learner,10.586547
iter60_plot,0.020626
iter60_verifier,6.259345
iter60_process_counterexamples,0.003944
iter61_learner,10.891348
iter61_plot,0.021615
iter61_verifier,7.032916
iter61_process_counterexamples,0.003882
iter62_learner,10.882745
iter62_plot,0.021112
iter62_verifier,6.57323
iter62_process_counterexamples,0.00567
iter63_learner,11.220446
iter63_plot,0.021241
iter63_verifier,6.471613
iter63_process_counterexamples,0.004154
iter64_learner,10.656549
iter64_plot,0.021907
iter64_verifier,6.958902
iter64_process_counterexamples,0.003976
iter65_learner,10.772481
iter65_plot,0.022619
iter65_verifier,6.864803
iter65_process_counterexamples,0.004024
iter66_learner,10.38803
iter66_plot,0.022276
iter66_verifier,6.744761
iter66_process_counterexamples,0.004081
iter67_learner,10.888014
iter67_plot,0.022538
iter67_verifier,6.703533
iter67_process_counterexamples,0.003939
iter68_learner,10.347335
iter68_plot,0.022757
iter68_verifier,7.705983
iter68_process_counterexamples,0.003966
iter69_learner,11.009233
iter69_plot,0.023149
iter69_verifier,6.241249
iter69_process_counterexamples,0.003989
iter70_learner,10.466968
iter70_plot,0.022916
iter70_verifier,5.957072
iter70_process_counterexamples,0.00397
iter71_learner,10.668786
iter71_plot,0.024082
iter71_verifier,6.80194
iter71_process_counterexamples,0.004033
iter72_learner,10.956997
iter72_plot,0.023565
iter72_verifier,6.045185
iter72_process_counterexamples,0.004078
iter73_learner,10.788821
iter73_plot,0.024075
iter73_verifier,6.49412
iter73_process_counterexamples,0.004776
iter74_learner,10.578271
iter74_plot,0.024831
iter74_verifier,6.870409
iter74_process_counterexamples,0.004283
iter75_learner,10.89985
iter75_plot,0.024828
iter75_verifier,6.927792
iter75_process_counterexamples,0.004007
iter76_learner,10.619768
iter76_plot,0.025231
iter76_verifier,8.093696
iter76_process_counterexamples,0.006947
iter77_learner,10.906036
iter77_plot,0.025369
iter77_verifier,6.375633
iter77_process_counterexamples,0.003984
iter78_learner,10.901243
iter78_plot,0.025736
iter78_verifier,6.369511
iter78_process_counterexamples,0.004026
iter79_learner,10.57905
iter79_plot,0.025927
iter79_verifier,6.475835
iter79_process_counterexamples,0.009513
iter80_learner,10.647411
iter80_plot,0.025944
iter80_verifier,6.767859
iter80_process_counterexamples,0.003997
iter81_learner,10.740148
iter81_plot,0.02597
iter81_verifier,8.055894
iter81_process_counterexamples,0.00599
iter82_learner,10.337301
iter82_plot,0.026833
iter82_verifier,7.588896
iter82_process_counterexamples,0.004056
iter83_learner,10.409149
iter83_plot,0.027315
iter83_verifier,7.049639
iter83_process_counterexamples,0.004076
iter84_learner,10.288858
iter84_plot,0.027478
iter84_verifier,7.451565
iter84_process_counterexamples,0.004167
iter85_learner,10.892411
iter85_plot,0.029693
iter85_verifier,7.713433
iter85_process_counterexamples,0.004034
iter86_learner,10.260306
iter86_plot,0.027461
iter86_verifier,6.329843
iter86_process_counterexamples,0.004038
iter87_learner,10.353993
iter87_plot,0.028439
iter87_verifier,6.519668
iter87_process_counterexamples,0.00405
iter88_learner,10.731798
iter88_plot,0.028047
iter88_verifier,7.57785
iter88_process_counterexamples,0.004127
iter89_learner,10.716084
iter89_plot,0.028095
iter89_verifier,7.966957
iter89_process_counterexamples,0.004225
iter90_learner,10.867794
iter90_plot,0.029144
iter90_verifier,8.246475
iter90_process_counterexamples,0.00683
iter91_learner,10.705766
iter91_plot,0.028722
iter91_verifier,7.695415
iter91_process_counterexamples,0.004089
iter92_learner,10.780733
iter92_plot,0.029555
iter92_verifier,7.182662
iter92_process_counterexamples,0.004221
iter93_learner,10.822555
iter93_plot,0.029489
iter93_verifier,7.959301
iter93_process_counterexamples,0.010016
iter94_learner,10.268494
iter94_plot,0.029595
iter94_verifier,7.666802
iter94_process_counterexamples,0.004258
iter95_learner,10.773084
iter95_plot,0.030485
iter95_verifier,7.926745
iter95_process_counterexamples,0.004292
iter96_learner,10.802271
iter96_plot,0.031902
iter96_verifier,8.100517
iter96_process_counterexamples,0.004319
iter97_learner,10.337431
iter97_plot,0.051637
iter97_verifier,7.821984
iter97_process_counterexamples,0.004065
iter98_learner,10.627293
iter98_plot,0.031125
iter98_verifier,7.57959
iter98_process_counterexamples,0.004145
iter99_learner,10.277281
iter99_plot,0.031146
iter99_verifier,7.744061
iter99_process_counterexamples,0.004223
iter100_learner,10.623296
iter100_plot,0.031833
iter100_verifier,7.710382
iter100_process_counterexamples,0.004197
iter101_learner,10.718769
iter101_plot,0.031551
iter101_verifier,7.891304
iter101_process_counterexamples,0.004209
iter102_learner,10.373542
iter102_plot,0.031734
iter102_verifier,7.97158
iter102_process_counterexamples,0.004175
iter103_learner,10.400293
iter103_plot,0.031552
iter103_verifier,8.094282
iter103_process_counterexamples,0.009998
iter104_learner,10.840706
iter104_plot,0.032497
iter104_verifier,8.191425
iter104_process_counterexamples,0.004136
iter105_learner,10.379108
iter105_plot,0.058779
iter105_verifier,20.044218
iter105_process_counterexamples,0.025562
iter106_learner,10.747328
iter106_plot,0.032869
iter106_verifier,8.107764
iter106_process_counterexamples,0.004254
iter107_learner,10.851162
iter107_plot,0.033121
iter107_verifier,702.45184
