iter,pi-lip_w=True_CPLip=True,pi-weights_w=True_CPLip=True,pi-lip_w=True_CPLip=False,pi-weights_w=True_CPLip=False,pi-lip_w=False_CPLip=True,pi-weights_w=False_CPLip=True,pi-lip_w=False_CPLip=False,pi-weights_w=False_CPLip=False,V-lip_w=True_CPLip=True,V-weights_w=True_CPLip=True,V-lip_w=True_CPLip=False,V-weights_w=True_CPLip=False,V-lip_w=False_CPLip=True,V-weights_w=False_CPLip=True,V-lip_w=False_CPLip=False,V-weights_w=False_CPLip=False
28,0.49872202,[0.999638 1.      ],1.1190687,[0.999638 1.      ],2.7158365,,8.664282,,21424.568,[1.         0.56384355],40676.27,[1.         0.56384355],66896.47,,182881.56,
29,0.49890938,[0.99942887 1.        ],1.1196527,[0.99942887 1.        ],2.7173364,,8.669743,,21222.008,[1.         0.56737584],40263.555,[1.         0.56737584],67894.29,,186449.64,
30,0.49956703,[0.9989184 1.       ],1.1211269,[0.9989184 1.       ],2.7203126,,8.681107,,20990.248,[0.99999994 0.5703174 ],39802.734,[0.99999994 0.5703174 ],68923.734,,190101.44,
31,0.49967885,[0.99865913 0.99999994],1.1211643,[0.99865913 0.99999994],2.720919,,8.684215,,21542.559,[1.         0.56404316],40815.59,[1.         0.56404316],70204.016,,193382.03,
32,0.48554587,[0.99999994 0.9999697 ],1.0934454,[0.99999994 0.9999697 ],2.6243358,,8.42646,,21440.338,[0.99999994 0.5663198 ],40600.688,[0.99999994 0.5663198 ],71586.086,,197853.3,
33,0.48648402,[0.9981881 1.       ],1.0937281,[0.9981881 1.       ],2.6235178,,8.426966,,21310.236,[1.         0.56900847],40318.05,[1.         0.56900847],73137.02,,202863.14,
34,0.4889916,[0.99474037 1.        ],1.0953271,[0.99474037 1.        ],2.6207275,,8.424632,,21110.652,[1.        0.5709944],39963.934,[1.        0.5709944],74858.03,,208798.56,
35,0.49836168,[0.99232244 1.        ],1.0996366,[0.99232244 1.        ],2.6231527,,8.43871,,20857.404,[1.        0.5737521],39492.363,[1.        0.5737521],76519.37,,214753.02,
36,0.48814112,[1.        0.9776815],1.068244,[1.        0.9776815],2.5156696,,8.127646,,21242.262,[1.         0.57067233],39951.98,[1.         0.57067233],78875.4,,221317.55,
37,0.49128297,[1.        0.9737108],1.0727111,[1.        0.9737108],2.517714,,8.141943,,21321.348,[1.        0.5685895],40298.297,[1.        0.5685895],80363.15,,226683.92,
38,0.4950102,[1.        0.9690303],1.079492,[1.        0.9690303],2.5232263,,8.153675,,21199.074,[1.         0.56975144],40127.113,[1.         0.56975144],81141.31,,229678.34,
39,0.4681213,[0.98011553 1.        ],1.0325189,[0.98011553 1.        ],2.484201,,8.10761,,21076.4,[1.         0.57106775],39897.484,[1.         0.57106775],81547.086,,231501.38,
40,0.47288322,[0.9750051 1.       ],1.0392076,[0.9750051 1.       ],2.4944506,,8.129433,,20904.967,[1.         0.57237345],39588.438,[1.         0.57237345],82211.82,,234216.67,
41,0.48338193,[0.964729 1.      ],1.0549067,[0.964729 1.      ],2.5200126,,8.187018,,20692.877,[1.         0.57409006],39182.734,[1.         0.57409006],82893.484,,237136.12,
42,0.48950872,[0.9596859  0.99999994],1.0617529,[0.9596859  0.99999994],2.5353196,,8.215482,,21074.549,[1.        0.5674516],39707.562,[1.        0.5674516],83640.42,,238709.8,
43,0.49655536,[0.95477515 1.        ],1.0689077,[0.95477515 1.        ],2.5516644,,8.243552,,20927.338,[1.         0.56747335],39468.32,[1.         0.56747335],84082.81,,240656.45,
44,0.46756038,[0.98586816 1.        ],1.0014387,[0.98586816 1.        ],2.4265437,,7.8837276,,20740.738,[1.        0.5678445],39142.285,[1.        0.5678445],83484.39,,239408.16,
45,0.4698913,[0.9860771 1.       ],1.0018207,[0.9860771 1.       ],2.432447,,7.893219,,20839.826,[0.99999994 0.5642886 ],39474.8,[0.99999994 0.5642886 ],83416.16,,239596.14,
46,0.4733615,[0.9867212 1.       ],1.002737,[0.9867212 1.       ],2.4408174,,7.9030647,,20664.65,[1.        0.5649141],39149.773,[1.        0.5649141],82964.99,,238484.4,
47,0.4756317,[0.98649895 1.        ],1.0042657,[0.98649895 1.        ],2.4458768,,7.910129,,21013.363,[1.        0.5597853],39669.062,[1.        0.5597853],83244.484,,238151.75,
48,0.47504908,[0.9883147 1.0000001],1.0044886,[0.9883147 1.0000001],2.4406137,,7.899437,,20884.617,[1.        0.5596286],39468.207,[1.        0.5596286],82954.99,,237627.78,
49,0.47308254,[0.9898522 1.       ],1.006564,[0.9898522 1.       ],2.4281452,,7.873279,,20707.604,[1.       0.559649],39195.95,[1.       0.559649],82699.336,,237355.36,
50,0.46927175,[0.99609107 0.99999994],1.017734,[0.99609107 0.99999994],2.4038358,,7.8171577,,20463.752,[1.        0.5600208],38808.63,[1.        0.5600208],82129.05,,236161.47,
51,0.4751815,[1.        0.9939878],1.0537274,[1.        0.9939878],2.4180884,,7.822998,,20675.658,[1.         0.55778176],39250.066,[1.         0.55778176],81529.84,,233873.56,
52,0.47575024,[0.96204346 1.        ],1.0671192,[0.96204346 1.        ],2.4811933,,8.126459,,20535.385,[1.        0.5582281],38987.82,[1.        0.5582281],80924.05,,232091.28,
53,0.48911533,[0.9489749 1.       ],1.0888317,[0.9489749 1.       ],2.521437,,8.247785,,20811.287,[1.         0.55200845],39567.348,[1.         0.55200845],81505.62,,234255.5,
54,0.46032792,[0.97577935 1.        ],1.028989,[0.97577935 1.        ],2.448146,,8.010113,,20699.75,[0.99999994 0.5521222 ],39404.266,[0.99999994 0.5521222 ],81268.14,,233755.95,
55,0.46429622,[0.9766159 1.       ],1.0384554,[0.9766159 1.       ],2.4672022,,8.065288,,20553.6,[0.99999994 0.5518653 ],39151.746,[0.99999994 0.5518653 ],80704.945,,232234.55,
56,0.47318706,[0.97872007 1.        ],1.0569737,[0.97872007 1.        ],2.4994154,,8.154576,,20351.967,[1.        0.5529172],38801.855,[1.        0.5529172],80170.26,,230782.53,
57,0.49169588,[0.9822047  0.99999994],1.0811934,[0.9822047  0.99999994],2.5374823,,8.238647,,20607.207,[1.         0.54849035],39228.914,[1.         0.54849035],80194.49,,230342.36,
58,0.4874482,[1.        0.9648586],1.0896788,[1.        0.9648586],2.5152762,,8.1342535,,20470.67,[1.        0.5495367],38980.184,[1.        0.5495367],79988.45,,230111.5,
59,0.46826956,[1.        0.9897739],1.0474119,[1.        0.9897739],2.507573,,8.075977,,20698.457,[1.         0.54623324],39501.98,[1.         0.54623324],79665.15,,228357.17,
60,0.47950712,[1.         0.99183965],1.066877,[1.         0.99183965],2.5410478,,8.177929,,20588.39,[0.99999994 0.54656804],39329.7,[0.99999994 0.54656804],79055.06,,226433.38,
61,0.4959211,[1.         0.99314076],1.094018,[1.         0.99314076],2.580279,,8.277962,,20447.104,[1.        0.5472015],39078.137,[1.        0.5472015],78412.414,,224459.83,
62,0.4741697,[0.9960011 1.       ],1.03343,[0.9960011 1.       ],2.5426989,,8.160214,,20249.87,[1.        0.5483191],38736.34,[1.        0.5483191],77889.72,,223125.23,
63,0.48550487,[0.9987141 1.       ],1.0522206,[0.9987141 1.       ],2.5729682,,8.220547,,20502.656,[1.         0.54397976],39150.605,[1.         0.54397976],77495.78,,221592.2,
64,0.49680048,[0.9659555  0.99999994],1.0766358,[0.9659555  0.99999994],2.655825,,8.454144,,20370.76,[1.        0.5450141],38911.707,[1.        0.5450141],77502.76,,222196.14,
65,0.48762602,[1.         0.99143356],1.0484374,[1.         0.99143356],2.616554,,8.331325,,20593.916,[0.99999994 0.5418624 ],39422.844,[0.99999994 0.5418624 ],77574.96,,221800.36,
66,0.49164307,[0.97937006 1.        ],1.0554527,[0.97937006 1.        ],2.708118,,8.61338,,20493.873,[1.         0.54286706],39246.82,[1.         0.54286706],77228.76,,220818.17,
67,0.48537225,[0.9850675 1.       ],1.0336391,[0.9850675 1.       ],2.6838694,,8.512041,,20351.697,[0.99999994 0.54386616],38996.543,[0.99999994 0.54386616],76610.984,,219000.03,
68,0.4962185,[1.        0.9703003],1.0583104,[1.        0.9703003],2.6923008,,8.485458,,20159.406,[1.         0.54457426],38652.215,[1.         0.54457426],76141.69,,217840.97,
69,0.49157548,[1.        0.9951756],1.0459672,[1.        0.9951756],2.7686913,,8.702698,,20438.002,[1.         0.54014057],39119.043,[1.         0.54014057],76046.98,,217293.06,
70,0.49891627,[0.9780781 1.       ],1.0475737,[0.9780781 1.       ],2.822074,,8.874673,,20650.95,[1.        0.5312293],39623.1,[1.        0.5312293],76219.266,,217242.66,
71,0.49960062,[0.98601955 1.        ],1.0427352,[0.98601955 1.        ],2.8461673,,8.895949,,20576.781,[1.        0.5313242],39479.7,[1.        0.5313242],75844.375,,216317.8,
72,0.4950623,[1.        0.9777885],1.0261197,[1.        0.9777885],2.8338156,,8.804758,,20465.896,[0.99999994 0.5315807 ],39288.24,[0.99999994 0.5315807 ],75248.62,,214627.03,
73,0.49353495,[1.         0.97855985],1.0157413,[1.         0.97855985],2.8439841,,8.82877,,20305.049,[1.         0.53145415],39006.62,[1.         0.53145415],74689.45,,213314.4,
74,0.4965386,[1.         0.99852514],1.0181432,[1.         0.99852514],2.6987712,,8.35328,,20089.428,[1.         0.53029716],38630.695,[1.         0.53029716],74288.875,,212306.72,
75,0.4928297,[1.         0.99153274],1.0287856,[1.         0.99153274],2.6971166,,8.370683,,20371.865,[1.         0.52733237],39108.027,[1.         0.52733237],74427.875,,212517.83,
76,0.49654245,[1.         0.99689424],1.0379915,[1.         0.99689424],2.753206,,8.56898,,20233.994,[1.         0.52788943],38857.062,[1.         0.52788943],73825.27,,210969.42,
77,0.49666268,[1.         0.99416625],1.0334579,[1.         0.99416625],2.7561102,,8.590175,,20479.34,[1.      0.52223],39429.74,[1.      0.52223],73712.56,,210034.2,
78,0.4977288,[1.        0.9970342],1.0319923,[1.        0.9970342],2.7779508,,8.6761875,,20365.96,[1.         0.52028537],39247.004,[1.         0.52028537],73073.27,,208485.03,
79,0.49639186,[1.         0.99777275],1.0285678,[1.         0.99777275],2.816883,,8.816498,,20224.428,[1.         0.52067864],38998.08,[1.         0.52067864],72391.04,,206394.75,
80,0.49782652,[0.99701905 0.99999994],1.0260262,[0.99701905 0.99999994],2.8789127,,8.9906,,20027.7,[1.         0.52105325],38655.26,[1.         0.52105325],71602.26,,204149.98,
81,0.4971234,[0.9975041  0.99999994],1.0183884,[0.9975041  0.99999994],2.9051275,,9.060865,,19752.61,[0.99999994 0.52232933],38179.1,[0.99999994 0.52232933],70764.57,,201969.48,
82,0.4974216,[1.         0.99604774],1.0134617,[1.         0.99604774],2.948233,,9.191511,,20120.006,[1.         0.51151395],38914.09,[1.         0.51151395],71019.266,,202967.42,
83,0.49836242,[0.99656075 1.        ],1.0117167,[0.99656075 1.        ],2.9864511,,9.292528,,19957.023,[1.         0.51184666],38632.05,[1.         0.51184666],70479.46,,201450.45,
84,0.49843365,[1.         0.99729854],1.0046303,[1.         0.99729854],3.004039,,9.358317,,20316.822,[1.         0.50899136],39028.38,[1.         0.50899136],70587.98,,200492.14,
85,0.49783573,[0.99719936 1.        ],0.9974582,[0.99719936 1.        ],3.062743,,9.503466,,20212.195,[1.         0.50866246],38863.074,[1.         0.50866246],70747.85,,201041.16,
86,0.49916017,[0.9984999  0.99999994],0.9970445,[0.9984999  0.99999994],3.1172178,,9.669106,,20276.488,[1.        0.5028666],39332.617,[1.        0.5028666],71971.09,,205191.55,
87,0.49880886,[0.9966253 1.       ],0.9852062,[0.9966253 1.       ],3.1351385,,9.6759,,20186.396,[1.         0.50278854],39212.73,[1.         0.50278854],71545.81,,204198.45,
88,0.49708557,[0.99903715 1.0000001 ],0.97688335,[0.99903715 1.0000001 ],3.152709,,9.697363,,20070.654,[1.         0.50290084],39034.336,[1.         0.50290084],71129.26,,203120.3,
89,0.49949265,[0.9983347 1.       ],0.98498964,[0.9983347 1.       ],2.9982624,,9.220032,,19908.396,[1.        0.5033844],38762.414,[1.        0.5033844],70633.92,,202013.11,
90,0.4995169,[1.        0.9989448],1.0012966,[1.        0.9989448],3.0194345,,9.345489,,19678.52,[1.        0.5035756],38363.137,[1.        0.5035756],69204.13,,198114.7,
91,0.49994996,[0.9984319 1.       ],1.0036111,[0.9984319 1.       ],3.0597458,,9.471331,,20079.238,[1.         0.49806952],38964.418,[1.         0.49806952],70710.055,,202044.06,
92,0.49979246,[0.9988553 1.0000001],0.99592173,[0.9988553 1.0000001],3.081096,,9.518051,,20195.875,[1.         0.49290994],39437.777,[1.         0.49290994],70831.48,,203902.05,
93,0.49905926,[0.9996096 1.       ],0.9899516,[0.9996096 1.       ],3.1124606,,9.598801,,20126.012,[1.         0.49297565],39346.527,[1.         0.49297565],72105.32,,208926.19,
94,0.49893558,[0.99984217 1.        ],0.98562706,[0.99984217 1.        ],3.1563118,,9.72552,,20023.113,[1.         0.49311993],39193.984,[1.         0.49311993],72767.41,,212351.61,
95,0.4989984,[1.        0.9994212],0.9836824,[1.        0.9994212],3.203353,,9.867656,,19879.082,[1.         0.49353823],38968.926,[1.         0.49353823],73851.305,,217406.8,
96,0.49932313,[1.        0.9994993],0.9757613,[1.        0.9994993],3.2362287,,9.952006,,19677.898,[1.        0.4944436],38639.656,[1.        0.4944436],75388.1,,223880.75,
97,0.50005466,[0.9998896 1.       ],0.97002876,[0.9998896 1.       ],3.2786708,,10.063081,,20069.861,[1.         0.49039134],39264.67,[1.         0.49039134],77648.13,,230684.42,
98,0.4994975,[1.         0.99810666],0.9650585,[1.         0.99810666],3.3169076,,10.170713,,19952.387,[1.        0.4904312],39137.082,[1.        0.4904312],77944.13,,232250.72,
99,0.49949285,[0.99805623 1.        ],0.9773159,[0.99805623 1.        ],3.1245165,,9.525786,,19787.398,[1.         0.48890838],38976.72,[1.         0.48890838],75683.414,,225142.84,
100,0.5043361,[0.99673975 1.        ],0.99953717,[0.99673975 1.        ],3.0054886,,9.123286,,20050.88,[1.         0.48077402],39630.97,[1.         0.48077402],77363.03,,230075.73,
101,0.5005926,[0.9990661 1.       ],0.99846625,[0.9990661 1.       ],2.9275446,,8.835651,,19999.092,[1.         0.48196718],39590.375,[1.         0.48196718],78356.39,,232445.69,
102,0.49994597,[0.9993802 1.       ],1.000047,[0.9993802 1.       ],2.8942106,,8.711854,,19931.055,[1.        0.4821266],39531.402,[1.        0.4821266],79429.41,,235334.83,
103,0.5000295,[1.         0.99990547],0.9990873,[1.         0.99990547],2.8608239,,8.588731,,19876.396,[1.         0.48180118],39506.797,[1.         0.48180118],80410.1,,238120.84,
104,0.50053966,[1.         0.99854434],0.99942404,[1.         0.99854434],2.8587935,,8.570461,,19841.822,[1.         0.48163053],39479.57,[1.         0.48163053],80708.18,,238851.83,
105,0.5001602,[0.99687696 1.        ],1.0007797,[0.99687696 1.        ],2.8525233,,8.544013,,19805.947,[0.99999994 0.48207304],39427.7,[0.99999994 0.48207304],80931.35,,239301.61,
106,0.50037885,[0.99316823 1.        ],1.0016253,[0.99316823 1.        ],2.9158032,,8.732718,,19750.65,[0.99999994 0.4830632 ],39330.13,[0.99999994 0.4830632 ],80702.68,,238389.69,
107,0.49986386,[0.99219906 1.        ],1.0011752,[0.99219906 1.        ],3.0843368,,9.254479,,20239.863,[1.         0.47767752],40068.777,[1.         0.47767752],80779.11,,237294.67,
