,info
start_date,2024-05-12_23-51-46
model,LinearSystem
layout,0
seed,5
ckpt,
algorithm,PPO_JAX
probability_bound,0.99995
local_refinement,True
weighted_counterexamples,True
weighted_Lipschitz,True
cplip,True
split_lip,True
improved_softplus_lip,True
total_CEGIS_time,1745.703452
verify_samples,239578508
verify_samples_naive,397534199808
